CCAA;año;edad;sexo;tasa_empleo;tasa_paro;tasa_actividad;;;;;;;;
            10 Comunitat Valenciana;    2013;        De 25 a 54 años;Mujeres;28.28;27.91;57.46;;;;;;;;
            11 Extremadura;    2013;        De 25 a 54 años;Mujeres;23.71;34.47;55.36;;;;;;;;
            12 Galicia;    2013;        De 25 a 54 años;Mujeres;27.24;21.26;50.82;;;;;;;;
            13 Madrid, Comunidad de;    2013;        De 25 a 54 años;Mujeres;33.76;18.36;61.49;;;;;;;;
            14 Murcia, Región de;    2013;        De 25 a 54 años;Mujeres;28.75;28.28;56.07;;;;;;;;
            15 Navarra, Comunidad Foral de;    2013;        De 25 a 54 años;Mujeres;28.27;18.25;52.84;;;;;;;;
            16 País Vasco;    2013;        De 25 a 54 años;Mujeres;27.83;15.97;45.26;;;;;;;;
            17 Rioja, La;    2013;        De 25 a 54 años;Mujeres;29.39;19.96;51.05;;;;;;;;
            18 Ceuta;    2013;        De 25 a 54 años;Mujeres;18.93;43.78;54.21;;;;;;;;
            19 Melilla;    2013;        De 25 a 54 años;Mujeres;19.11;27.63;46.96;;;;;;;;
            01 Andalucía;    2013;        55 y más años;Mujeres;25.86;30.21;59.72;;;;;;;;
            02 Aragón;    2013;        55 y más años;Mujeres;41.13;16.68;63.15;;;;;;;;
            03 Asturias, Principado de;    2013;        55 y más años;Mujeres;22.40;10.67;44.25;;;;;;;;
            04 Balears, Illes;    2013;        55 y más años;Mujeres;35.88;15.77;69.91;;;;;;;;
            05 Canarias;    2013;        55 y más años;Mujeres;24.17;20.89;59.55;;;;;;;;
            06 Cantabria;    2013;        55 y más años;Mujeres;24.58;10.82;44.36;;;;;;;;
            07 Castilla y León;    2013;        55 y más años;Mujeres;27.68;15.26;53.24;;;;;;;;
            08 Castilla - La Mancha;    2013;        55 y más años;Mujeres;29.29;27.14;58.11;;;;;;;;
            09 Cataluña;    2013;        55 y más años;Mujeres;37.89;17.00;66.71;;;;;;;;
            10 Comunitat Valenciana;    2013;        55 y más años;Mujeres;32.59;21.07;60.49;;;;;;;;
            11 Extremadura;    2013;        55 y más años;Mujeres;22.34;25.21;57.33;;;;;;;;
            12 Galicia;    2013;        55 y más años;Mujeres;30.30;13.57;52.62;;;;;;;;
            13 Madrid, Comunidad de;    2013;        55 y más años;Mujeres;35.99;18.04;58.25;;;;;;;;
            14 Murcia, Región de;    2013;        55 y más años;Mujeres;32.23;19.84;58.91;;;;;;;;
            15 Navarra, Comunidad Foral de;    2013;        55 y más años;Mujeres;33.58;8.06;54.37;;;;;;;;
            16 País Vasco;    2013;        55 y más años;Mujeres;31.73;9.54;52.67;;;;;;;;
            17 Rioja, La;    2013;        55 y más años;Mujeres;24.10;13.88;52.89;;;;;;;;
            18 Ceuta;    2013;        55 y más años;Mujeres;28.86;20.26;64.66;;;;;;;;
            19 Melilla;    2013;        55 y más años;Mujeres;22.48;30.04;40.76;;;;;;;;
            01 Andalucía;    2012;        Menores de 25 años;Mujeres;31.87;60.28;61.44;;;;;;;;
            02 Aragón;    2012;        Menores de 25 años;Mujeres;38.87;38.26;56.83;;;;;;;;
            03 Asturias, Principado de;    2012;        Menores de 25 años;Mujeres;28.52;50.22;50.54;;;;;;;;
            04 Balears, Illes;    2012;        Menores de 25 años;Mujeres;45.74;52.18;65.91;;;;;;;;
            05 Canarias;    2012;        Menores de 25 años;Mujeres;30.89;61.77;61.62;;;;;;;;
            06 Cantabria;    2012;        Menores de 25 años;Mujeres;27.86;45.46;46.58;;;;;;;;
            07 Castilla y León;    2012;        Menores de 25 años;Mujeres;36.16;51.20;55.64;;;;;;;;
            08 Castilla - La Mancha;    2012;        Menores de 25 años;Mujeres;34.89;55.94;63.38;;;;;;;;
            09 Cataluña;    2012;        Menores de 25 años;Mujeres;47.27;47.88;71.63;;;;;;;;
            10 Comunitat Valenciana;    2012;        Menores de 25 años;Mujeres;35.04;49.68;63.42;;;;;;;;
            11 Extremadura;    2012;        Menores de 25 años;Mujeres;26.98;65.59;56.75;;;;;;;;
            12 Galicia;    2012;        Menores de 25 años;Mujeres;31.83;44.76;48.36;;;;;;;;
            13 Madrid, Comunidad de;    2012;        Menores de 25 años;Mujeres;39.48;43.47;59.74;;;;;;;;
            14 Murcia, Región de;    2012;        Menores de 25 años;Mujeres;34.53;49.46;58.61;;;;;;;;
            15 Navarra, Comunidad Foral de;    2012;        Menores de 25 años;Mujeres;45.59;41.64;63.14;;;;;;;;
            16 País Vasco;    2012;        Menores de 25 años;Mujeres;40.25;43.94;61.40;;;;;;;;
            17 Rioja, La;    2012;        Menores de 25 años;Mujeres;30.25;57.34;52.65;;;;;;;;
            18 Ceuta;    2012;        Menores de 25 años;Mujeres;19.79;62.23;53.84;;;;;;;;
            19 Melilla;    2012;        Menores de 25 años;Mujeres;15.35;55.45;36.01;;;;;;;;
            01 Andalucía;    2012;        25 y más años;Mujeres;35.83;32.86;63.69;;;;;;;;
            02 Aragón;    2012;        25 y más años;Mujeres;38.69;18.26;56.52;;;;;;;;
            03 Asturias, Principado de;    2012;        25 y más años;Mujeres;32.87;20.32;46.89;;;;;;;;
            04 Balears, Illes;    2012;        25 y más años;Mujeres;48.50;21.27;67.84;;;;;;;;
            05 Canarias;    2012;        25 y más años;Mujeres;32.71;30.63;58.89;;;;;;;;
            06 Cantabria;    2012;        25 y más años;Mujeres;35.32;15.82;55.96;;;;;;;;
            07 Castilla y León;    2012;        25 y más años;Mujeres;38.28;19.96;55.54;;;;;;;;
            08 Castilla - La Mancha;    2012;        25 y más años;Mujeres;39.09;29.75;62.67;;;;;;;;
            09 Cataluña;    2012;        25 y más años;Mujeres;49.40;19.39;67.05;;;;;;;;
            10 Comunitat Valenciana;    2012;        25 y más años;Mujeres;42.40;24.90;66.78;;;;;;;;
            11 Extremadura;    2012;        25 y más años;Mujeres;31.70;32.61;58.31;;;;;;;;
            12 Galicia;    2012;        25 y más años;Mujeres;33.95;18.59;50.51;;;;;;;;
            13 Madrid, Comunidad de;    2012;        25 y más años;Mujeres;43.79;16.06;63.74;;;;;;;;
            14 Murcia, Región de;    2012;        25 y más años;Mujeres;40.11;25.11;60.04;;;;;;;;
            15 Navarra, Comunidad Foral de;    2012;        25 y más años;Mujeres;44.63;13.63;62.74;;;;;;;;
            16 País Vasco;    2012;        25 y más años;Mujeres;42.31;13.98;57.09;;;;;;;;
            17 Rioja, La;    2012;        25 y más años;Mujeres;25.43;19.85;39.04;;;;;;;;
            18 Ceuta;    2012;        25 y más años;Mujeres;12.84;46.35;47.82;;;;;;;;
            19 Melilla;    2012;        25 y más años;Mujeres;13.25;30.80;33.20;;;;;;;;
            01 Andalucía;    2012;        De 16 a 19 años;Mujeres;37.77;78.59;61.53;;;;;;;;
            02 Aragón;    2012;        De 16 a 19 años;Mujeres;39.72;65.01;53.74;;;;;;;;
            03 Asturias, Principado de;    2012;        De 16 a 19 años;Mujeres;44.02;58.57;64.01;;;;;;;;
            04 Balears, Illes;    2012;        De 16 a 19 años;Mujeres;56.42;69.03;69.52;;;;;;;;
            05 Canarias;    2012;        De 16 a 19 años;Mujeres;34.02;72.20;60.59;;;;;;;;
            06 Cantabria;    2012;        De 16 a 19 años;Mujeres;40.87;51.10;59.68;;;;;;;;
            07 Castilla y León;    2012;        De 16 a 19 años;Mujeres;37.75;80.78;56.12;;;;;;;;
            08 Castilla - La Mancha;    2012;        De 16 a 19 años;Mujeres;42.48;87.02;63.56;;;;;;;;
            09 Cataluña;    2012;        De 16 a 19 años;Mujeres;49.32;69.56;67.80;;;;;;;;
            10 Comunitat Valenciana;    2012;        De 16 a 19 años;Mujeres;47.08;67.49;70.75;;;;;;;;
            11 Extremadura;    2012;        De 16 a 19 años;Mujeres;31.59;89.29;55.65;;;;;;;;
            12 Galicia;    2012;        De 16 a 19 años;Mujeres;41.14;59.46;56.44;;;;;;;;
            13 Madrid, Comunidad de;    2012;        De 16 a 19 años;Mujeres;46.73;74.56;65.30;;;;;;;;
            14 Murcia, Región de;    2012;        De 16 a 19 años;Mujeres;44.19;69.81;59.23;;;;;;;;
            15 Navarra, Comunidad Foral de;    2012;        De 16 a 19 años;Mujeres;41.59;62.89;56.35;;;;;;;;
            16 País Vasco;    2012;        De 16 a 19 años;Mujeres;44.10;74.87;59.54;;;;;;;;
            17 Rioja, La;    2012;        De 16 a 19 años;Mujeres;46.52;73.31;59.90;;;;;;;;
            18 Ceuta;    2012;        De 16 a 19 años;Mujeres;32.53;100.00;55.96;;;;;;;;
            19 Melilla;    2012;        De 16 a 19 años;Mujeres;9.87;75.30;46.25;;;;;;;;
            01 Andalucía;    2012;        De 20 a 24 años;Mujeres;46.77;56.70;63.79;;;;;;;;
            02 Aragón;    2012;        De 20 a 24 años;Mujeres;47.92;34.88;60.32;;;;;;;;
            03 Asturias, Principado de;    2012;        De 20 a 24 años;Mujeres;48.58;49.37;60.65;;;;;;;;
            04 Balears, Illes;    2012;        De 20 a 24 años;Mujeres;52.53;48.68;63.57;;;;;;;;
            05 Canarias;    2012;        De 20 a 24 años;Mujeres;44.89;59.42;59.02;;;;;;;;
            06 Cantabria;    2012;        De 20 a 24 años;Mujeres;44.01;44.59;58.03;;;;;;;;
            07 Castilla y León;    2012;        De 20 a 24 años;Mujeres;41.43;48.02;53.72;;;;;;;;
            08 Castilla - La Mancha;    2012;        De 20 a 24 años;Mujeres;52.19;49.60;66.62;;;;;;;;
            09 Cataluña;    2012;        De 20 a 24 años;Mujeres;59.63;43.20;68.86;;;;;;;;
            10 Comunitat Valenciana;    2012;        De 20 a 24 años;Mujeres;53.49;46.13;68.31;;;;;;;;
            11 Extremadura;    2012;        De 20 a 24 años;Mujeres;38.65;61.03;59.15;;;;;;;;
            12 Galicia;    2012;        De 20 a 24 años;Mujeres;41.66;42.42;52.94;;;;;;;;
            13 Madrid, Comunidad de;    2012;        De 20 a 24 años;Mujeres;54.10;38.22;64.09;;;;;;;;
            14 Murcia, Región de;    2012;        De 20 a 24 años;Mujeres;53.13;45.28;66.85;;;;;;;;
            15 Navarra, Comunidad Foral de;    2012;        De 20 a 24 años;Mujeres;55.55;38.25;63.82;;;;;;;;
            16 País Vasco;    2012;        De 20 a 24 años;Mujeres;46.98;39.76;58.04;;;;;;;;
            17 Rioja, La;    2012;        De 20 a 24 años;Mujeres;54.35;54.43;67.71;;;;;;;;
            18 Ceuta;    2012;        De 20 a 24 años;Mujeres;26.94;55.37;51.74;;;;;;;;
            19 Melilla;    2012;        De 20 a 24 años;Mujeres;23.79;44.85;41.78;;;;;;;;
            01 Andalucía;    2012;        De 25 a 54 años;Mujeres;47.95;33.42;62.28;;;;;;;;
            02 Aragón;    2012;        De 25 a 54 años;Mujeres;48.11;19.27;57.57;;;;;;;;
            03 Asturias, Principado de;    2012;        De 25 a 54 años;Mujeres;43.26;22.32;55.12;;;;;;;;
            04 Balears, Illes;    2012;        De 25 a 54 años;Mujeres;51.83;21.61;63.46;;;;;;;;
            05 Canarias;    2012;        De 25 a 54 años;Mujeres;48.94;31.40;62.65;;;;;;;;
            06 Cantabria;    2012;        De 25 a 54 años;Mujeres;48.96;17.16;58.65;;;;;;;;
            07 Castilla y León;    2012;        De 25 a 54 años;Mujeres;42.55;20.92;52.23;;;;;;;;
            08 Castilla - La Mancha;    2012;        De 25 a 54 años;Mujeres;51.09;30.37;61.88;;;;;;;;
            09 Cataluña;    2012;        De 25 a 54 años;Mujeres;59.51;20.10;66.90;;;;;;;;
            10 Comunitat Valenciana;    2012;        De 25 a 54 años;Mujeres;54.44;25.63;66.38;;;;;;;;
            11 Extremadura;    2012;        De 25 a 54 años;Mujeres;38.22;33.74;57.33;;;;;;;;
            12 Galicia;    2012;        De 25 a 54 años;Mujeres;40.23;19.74;49.79;;;;;;;;
            13 Madrid, Comunidad de;    2012;        De 25 a 54 años;Mujeres;57.67;16.38;69.53;;;;;;;;
            14 Murcia, Región de;    2012;        De 25 a 54 años;Mujeres;53.83;26.12;62.00;;;;;;;;
            15 Navarra, Comunidad Foral de;    2012;        De 25 a 54 años;Mujeres;52.12;14.30;59.85;;;;;;;;
            16 País Vasco;    2012;        De 25 a 54 años;Mujeres;49.35;14.36;58.02;;;;;;;;
            17 Rioja, La;    2012;        De 25 a 54 años;Mujeres;49.11;20.52;60.08;;;;;;;;
            18 Ceuta;    2012;        De 25 a 54 años;Mujeres;25.93;50.89;52.57;;;;;;;;
            19 Melilla;    2012;        De 25 a 54 años;Mujeres;31.30;32.26;56.23;;;;;;;;
            01 Andalucía;    2012;        55 y más años;Mujeres;46.92;28.02;61.49;;;;;;;;
            02 Aragón;    2012;        55 y más años;Mujeres;54.41;12.12;60.55;;;;;;;;
            03 Asturias, Principado de;    2012;        55 y más años;Mujeres;40.71;9.84;51.24;;;;;;;;
            04 Balears, Illes;    2012;        55 y más años;Mujeres;56.92;19.22;65.98;;;;;;;;
            05 Canarias;    2012;        55 y más años;Mujeres;49.73;24.38;63.45;;;;;;;;
            06 Cantabria;    2012;        55 y más años;Mujeres;44.09;8.16;55.83;;;;;;;;
            07 Castilla y León;    2012;        55 y más años;Mujeres;44.96;13.82;55.98;;;;;;;;
            08 Castilla - La Mancha;    2012;        55 y más años;Mujeres;50.36;24.57;62.43;;;;;;;;
            09 Cataluña;    2012;        55 y más años;Mujeres;58.77;14.86;67.21;;;;;;;;
            10 Comunitat Valenciana;    2012;        55 y más años;Mujeres;56.38;19.34;67.66;;;;;;;;
            11 Extremadura;    2012;        55 y más años;Mujeres;39.72;22.68;56.42;;;;;;;;
            12 Galicia;    2012;        55 y más años;Mujeres;42.84;12.15;54.60;;;;;;;;
            13 Madrid, Comunidad de;    2012;        55 y más años;Mujeres;60.98;13.99;69.18;;;;;;;;
            14 Murcia, Región de;    2012;        55 y más años;Mujeres;51.92;16.77;63.58;;;;;;;;
            15 Navarra, Comunidad Foral de;    2012;        55 y más años;Mujeres;56.33;9.25;64.83;;;;;;;;
            16 País Vasco;    2012;        55 y más años;Mujeres;48.30;11.57;58.70;;;;;;;;
            17 Rioja, La;    2012;        55 y más años;Mujeres;51.92;15.25;62.86;;;;;;;;
            18 Ceuta;    2012;        55 y más años;Mujeres;20.81;14.62;56.34;;;;;;;;
            19 Melilla;    2012;        55 y más años;Mujeres;45.55;16.27;60.13;;;;;;;;
            01 Andalucía;    2011;        Menores de 25 años;Mujeres;64.57;52.22;80.49;;;;;;;;
            02 Aragón;    2011;        Menores de 25 años;Mujeres;79.40;35.21;87.61;;;;;;;;
            03 Asturias, Principado de;    2011;        Menores de 25 años;Mujeres;71.68;44.91;82.50;;;;;;;;
            04 Balears, Illes;    2011;        Menores de 25 años;Mujeres;74.96;35.69;83.78;;;;;;;;
            05 Canarias;    2011;        Menores de 25 años;Mujeres;68.29;53.66;81.44;;;;;;;;
            06 Cantabria;    2011;        Menores de 25 años;Mujeres;76.32;39.99;84.07;;;;;;;;
            07 Castilla y León;    2011;        Menores de 25 años;Mujeres;74.62;37.58;83.81;;;;;;;;
            08 Castilla - La Mancha;    2011;        Menores de 25 años;Mujeres;68.51;49.77;81.52;;;;;;;;
            09 Cataluña;    2011;        Menores de 25 años;Mujeres;78.86;37.78;85.69;;;;;;;;
            10 Comunitat Valenciana;    2011;        Menores de 25 años;Mujeres;72.72;47.17;84.01;;;;;;;;
            11 Extremadura;    2011;        Menores de 25 años;Mujeres;67.11;53.01;83.09;;;;;;;;
            12 Galicia;    2011;        Menores de 25 años;Mujeres;75.86;36.67;84.44;;;;;;;;
            13 Madrid, Comunidad de;    2011;        Menores de 25 años;Mujeres;78.53;39.33;87.75;;;;;;;;
            14 Murcia, Región de;    2011;        Menores de 25 años;Mujeres;68.90;46.72;80.14;;;;;;;;
            15 Navarra, Comunidad Foral de;    2011;        Menores de 25 años;Mujeres;76.69;33.17;85.54;;;;;;;;
            16 País Vasco;    2011;        Menores de 25 años;Mujeres;81.31;35.43;87.14;;;;;;;;
            17 Rioja, La;    2011;        Menores de 25 años;Mujeres;78.32;51.94;87.07;;;;;;;;
            18 Ceuta;    2011;        Menores de 25 años;Mujeres;48.88;72.62;78.32;;;;;;;;
            19 Melilla;    2011;        Menores de 25 años;Mujeres;56.90;60.58;74.39;;;;;;;;
            01 Andalucía;    2011;        25 y más años;Mujeres;62.29;29.59;79.17;;;;;;;;
            02 Aragón;    2011;        25 y más años;Mujeres;76.80;15.89;86.12;;;;;;;;
            03 Asturias, Principado de;    2011;        25 y más años;Mujeres;68.21;15.58;78.67;;;;;;;;
            04 Balears, Illes;    2011;        25 y más años;Mujeres;74.65;19.87;84.20;;;;;;;;
            05 Canarias;    2011;        25 y más años;Mujeres;67.37;26.77;81.57;;;;;;;;
            06 Cantabria;    2011;        25 y más años;Mujeres;72.97;12.75;82.16;;;;;;;;
            07 Castilla y León;    2011;        25 y más años;Mujeres;76.03;16.77;84.89;;;;;;;;
            08 Castilla - La Mancha;    2011;        25 y más años;Mujeres;67.17;23.26;81.17;;;;;;;;
            09 Cataluña;    2011;        25 y más años;Mujeres;77.74;16.52;85.29;;;;;;;;
            10 Comunitat Valenciana;    2011;        25 y más años;Mujeres;70.05;22.10;81.65;;;;;;;;
            11 Extremadura;    2011;        25 y más años;Mujeres;65.72;24.87;82.66;;;;;;;;
            12 Galicia;    2011;        25 y más años;Mujeres;75.00;16.85;84.78;;;;;;;;
            13 Madrid, Comunidad de;    2011;        25 y más años;Mujeres;76.71;14.42;87.09;;;;;;;;
            14 Murcia, Región de;    2011;        25 y más años;Mujeres;67.29;22.50;78.97;;;;;;;;
            15 Navarra, Comunidad Foral de;    2011;        25 y más años;Mujeres;76.42;11.68;85.40;;;;;;;;
            16 País Vasco;    2011;        25 y más años;Mujeres;79.44;11.45;86.35;;;;;;;;
            17 Rioja, La;    2011;        25 y más años;Mujeres;80.07;15.01;87.46;;;;;;;;
            18 Ceuta;    2011;        25 y más años;Mujeres;44.78;30.76;73.48;;;;;;;;
            19 Melilla;    2011;        25 y más años;Mujeres;53.32;24.19;73.17;;;;;;;;
            01 Andalucía;    2011;        De 16 a 19 años;Mujeres;59.69;71.60;78.64;;;;;;;;
            02 Aragón;    2011;        De 16 a 19 años;Mujeres;76.16;62.42;85.86;;;;;;;;
            03 Asturias, Principado de;    2011;        De 16 a 19 años;Mujeres;69.38;56.20;80.77;;;;;;;;
            04 Balears, Illes;    2011;        De 16 a 19 años;Mujeres;70.43;62.36;82.75;;;;;;;;
            05 Canarias;    2011;        De 16 a 19 años;Mujeres;61.66;78.05;79.64;;;;;;;;
            06 Cantabria;    2011;        De 16 a 19 años;Mujeres;72.64;37.99;83.70;;;;;;;;
            07 Castilla y León;    2011;        De 16 a 19 años;Mujeres;72.49;52.19;83.05;;;;;;;;
            08 Castilla - La Mancha;    2011;        De 16 a 19 años;Mujeres;65.48;77.81;80.95;;;;;;;;
            09 Cataluña;    2011;        De 16 a 19 años;Mujeres;76.66;55.51;86.85;;;;;;;;
            10 Comunitat Valenciana;    2011;        De 16 a 19 años;Mujeres;67.73;59.94;80.91;;;;;;;;
            11 Extremadura;    2011;        De 16 a 19 años;Mujeres;62.18;55.83;81.36;;;;;;;;
            12 Galicia;    2011;        De 16 a 19 años;Mujeres;72.08;50.61;82.38;;;;;;;;
            13 Madrid, Comunidad de;    2011;        De 16 a 19 años;Mujeres;77.74;66.70;87.52;;;;;;;;
            14 Murcia, Región de;    2011;        De 16 a 19 años;Mujeres;66.11;67.87;78.32;;;;;;;;
            15 Navarra, Comunidad Foral de;    2011;        De 16 a 19 años;Mujeres;76.88;57.79;85.21;;;;;;;;
            16 País Vasco;    2011;        De 16 a 19 años;Mujeres;77.60;42.89;85.26;;;;;;;;
            17 Rioja, La;    2011;        De 16 a 19 años;Mujeres;76.14;82.66;87.39;;;;;;;;
            18 Ceuta;    2011;        De 16 a 19 años;Mujeres;45.36;100.00;70.97;;;;;;;;
            19 Melilla;    2011;        De 16 a 19 años;Mujeres;59.01;69.51;74.35;;;;;;;;
            01 Andalucía;    2011;        De 20 a 24 años;Mujeres;56.10;48.12;75.41;;;;;;;;
            02 Aragón;    2011;        De 20 a 24 años;Mujeres;73.68;31.61;84.48;;;;;;;;
            03 Asturias, Principado de;    2011;        De 20 a 24 años;Mujeres;67.22;43.57;79.05;;;;;;;;
            04 Balears, Illes;    2011;        De 20 a 24 años;Mujeres;67.32;30.61;80.27;;;;;;;;
            05 Canarias;    2011;        De 20 a 24 años;Mujeres;59.47;49.88;77.07;;;;;;;;
            06 Cantabria;    2011;        De 20 a 24 años;Mujeres;70.03;40.19;79.82;;;;;;;;
            07 Castilla y León;    2011;        De 20 a 24 años;Mujeres;71.41;35.01;81.81;;;;;;;;
            08 Castilla - La Mancha;    2011;        De 20 a 24 años;Mujeres;60.86;44.96;77.85;;;;;;;;
            09 Cataluña;    2011;        De 20 a 24 años;Mujeres;74.02;34.00;84.48;;;;;;;;
            10 Comunitat Valenciana;    2011;        De 20 a 24 años;Mujeres;65.90;44.75;79.62;;;;;;;;
            11 Extremadura;    2011;        De 20 a 24 años;Mujeres;58.79;52.46;79.48;;;;;;;;
            12 Galicia;    2011;        De 20 a 24 años;Mujeres;70.43;34.19;81.19;;;;;;;;
            13 Madrid, Comunidad de;    2011;        De 20 a 24 años;Mujeres;75.19;33.92;85.94;;;;;;;;
            14 Murcia, Región de;    2011;        De 20 a 24 años;Mujeres;60.94;41.09;74.70;;;;;;;;
            15 Navarra, Comunidad Foral de;    2011;        De 20 a 24 años;Mujeres;74.50;27.79;82.65;;;;;;;;
            16 País Vasco;    2011;        De 20 a 24 años;Mujeres;76.05;34.45;84.72;;;;;;;;
            17 Rioja, La;    2011;        De 20 a 24 años;Mujeres;74.47;42.55;84.54;;;;;;;;
            18 Ceuta;    2011;        De 20 a 24 años;Mujeres;46.82;63.25;65.05;;;;;;;;
            19 Melilla;    2011;        De 20 a 24 años;Mujeres;55.14;57.38;73.54;;;;;;;;
            01 Andalucía;    2011;        De 25 a 54 años;Mujeres;58.41;30.30;77.19;;;;;;;;
            02 Aragón;    2011;        De 25 a 54 años;Mujeres;76.03;17.08;85.28;;;;;;;;
            03 Asturias, Principado de;    2011;        De 25 a 54 años;Mujeres;68.15;16.59;80.60;;;;;;;;
            04 Balears, Illes;    2011;        De 25 a 54 años;Mujeres;72.56;20.36;82.70;;;;;;;;
            05 Canarias;    2011;        De 25 a 54 años;Mujeres;63.95;27.66;80.61;;;;;;;;
            06 Cantabria;    2011;        De 25 a 54 años;Mujeres;72.48;13.33;81.14;;;;;;;;
            07 Castilla y León;    2011;        De 25 a 54 años;Mujeres;72.02;17.74;82.52;;;;;;;;
            08 Castilla - La Mancha;    2011;        De 25 a 54 años;Mujeres;63.40;24.20;78.87;;;;;;;;
            09 Cataluña;    2011;        De 25 a 54 años;Mujeres;76.74;17.14;85.63;;;;;;;;
            10 Comunitat Valenciana;    2011;        De 25 a 54 años;Mujeres;68.45;23.00;80.91;;;;;;;;
            11 Extremadura;    2011;        De 25 a 54 años;Mujeres;57.31;25.46;78.21;;;;;;;;
            12 Galicia;    2011;        De 25 a 54 años;Mujeres;72.95;17.91;83.53;;;;;;;;
            13 Madrid, Comunidad de;    2011;        De 25 a 54 años;Mujeres;77.99;14.87;86.62;;;;;;;;
            14 Murcia, Región de;    2011;        De 25 a 54 años;Mujeres;63.90;22.91;76.94;;;;;;;;
            15 Navarra, Comunidad Foral de;    2011;        De 25 a 54 años;Mujeres;78.10;12.12;85.94;;;;;;;;
            16 País Vasco;    2011;        De 25 a 54 años;Mujeres;78.89;11.73;86.38;;;;;;;;
            17 Rioja, La;    2011;        De 25 a 54 años;Mujeres;77.96;16.17;85.58;;;;;;;;
            18 Ceuta;    2011;        De 25 a 54 años;Mujeres;46.52;32.67;66.66;;;;;;;;
            19 Melilla;    2011;        De 25 a 54 años;Mujeres;48.43;26.50;72.40;;;;;;;;
            01 Andalucía;    2011;        55 y más años;Mujeres;56.65;23.23;76.53;;;;;;;;
            02 Aragón;    2011;        55 y más años;Mujeres;74.68;8.21;84.13;;;;;;;;
            03 Asturias, Principado de;    2011;        55 y más años;Mujeres;68.03;9.66;79.92;;;;;;;;
            04 Balears, Illes;    2011;        55 y más años;Mujeres;73.60;16.56;82.48;;;;;;;;
            05 Canarias;    2011;        55 y más años;Mujeres;64.24;19.37;80.42;;;;;;;;
            06 Cantabria;    2011;        55 y más años;Mujeres;69.03;8.72;78.14;;;;;;;;
            07 Castilla y León;    2011;        55 y más años;Mujeres;70.45;10.52;81.86;;;;;;;;
            08 Castilla - La Mancha;    2011;        55 y más años;Mujeres;60.47;14.68;78.42;;;;;;;;
            09 Cataluña;    2011;        55 y más años;Mujeres;76.01;12.37;85.33;;;;;;;;
            10 Comunitat Valenciana;    2011;        55 y más años;Mujeres;67.99;15.26;81.09;;;;;;;;
            11 Extremadura;    2011;        55 y más años;Mujeres;55.26;19.54;77.57;;;;;;;;
            12 Galicia;    2011;        55 y más años;Mujeres;71.98;10.75;83.65;;;;;;;;
            13 Madrid, Comunidad de;    2011;        55 y más años;Mujeres;75.54;11.15;85.87;;;;;;;;
            14 Murcia, Región de;    2011;        55 y más años;Mujeres;61.25;18.75;76.56;;;;;;;;
            15 Navarra, Comunidad Foral de;    2011;        55 y más años;Mujeres;76.66;8.11;85.58;;;;;;;;
            16 País Vasco;    2011;        55 y más años;Mujeres;77.99;9.57;85.91;;;;;;;;
            17 Rioja, La;    2011;        55 y más años;Mujeres;75.61;5.04;85.11;;;;;;;;
            18 Ceuta;    2011;        55 y más años;Mujeres;48.26;18.62;74.76;;;;;;;;
            19 Melilla;    2011;        55 y más años;Mujeres;50.35;8.53;71.77;;;;;;;;
            01 Andalucía;    2010;        Menores de 25 años;Mujeres;55.86;49.07;77.21;;;;;;;;
            02 Aragón;    2010;        Menores de 25 años;Mujeres;71.25;34.75;83.17;;;;;;;;
            03 Asturias, Principado de;    2010;        Menores de 25 años;Mujeres;69.18;33.07;80.44;;;;;;;;
            04 Balears, Illes;    2010;        Menores de 25 años;Mujeres;73.15;35.39;82.41;;;;;;;;
            05 Canarias;    2010;        Menores de 25 años;Mujeres;60.51;47.18;80.71;;;;;;;;
            06 Cantabria;    2010;        Menores de 25 años;Mujeres;70.51;39.66;81.92;;;;;;;;
            07 Castilla y León;    2010;        Menores de 25 años;Mujeres;68.96;34.86;82.46;;;;;;;;
            08 Castilla - La Mancha;    2010;        Menores de 25 años;Mujeres;59.24;43.21;79.06;;;;;;;;
            09 Cataluña;    2010;        Menores de 25 años;Mujeres;75.22;32.04;86.31;;;;;;;;
            10 Comunitat Valenciana;    2010;        Menores de 25 años;Mujeres;65.83;43.17;81.55;;;;;;;;
            11 Extremadura;    2010;        Menores de 25 años;Mujeres;55.32;47.41;77.91;;;;;;;;
            12 Galicia;    2010;        Menores de 25 años;Mujeres;68.68;36.72;82.25;;;;;;;;
            13 Madrid, Comunidad de;    2010;        Menores de 25 años;Mujeres;74.71;35.20;85.93;;;;;;;;
            14 Murcia, Región de;    2010;        Menores de 25 años;Mujeres;60.44;36.61;76.31;;;;;;;;
            15 Navarra, Comunidad Foral de;    2010;        Menores de 25 años;Mujeres;73.42;31.02;83.38;;;;;;;;
            16 País Vasco;    2010;        Menores de 25 años;Mujeres;74.23;27.94;84.26;;;;;;;;
            17 Rioja, La;    2010;        Menores de 25 años;Mujeres;71.24;45.36;83.21;;;;;;;;
            18 Ceuta;    2010;        Menores de 25 años;Mujeres;49.46;76.84;68.92;;;;;;;;
            19 Melilla;    2010;        Menores de 25 años;Mujeres;40.11;68.58;67.07;;;;;;;;
            01 Andalucía;    2010;        25 y más años;Mujeres;53.40;26.66;77.77;;;;;;;;
            02 Aragón;    2010;        25 y más años;Mujeres;70.04;14.31;84.63;;;;;;;;
