CCAA;año;edad;sexo;tasa_empleo;tasa_paro;tasa_actividad;;;;;;;;
            03 Asturias, Principado de;    2010;        25 y más años;Mujeres;68.32;15.81;81.64;;;;;;;;
            04 Balears, Illes;    2010;        25 y más años;Mujeres;74.33;17.57;85.56;;;;;;;;
            05 Canarias;    2010;        25 y más años;Mujeres;59.78;26.02;81.24;;;;;;;;
            06 Cantabria;    2010;        25 y más años;Mujeres;67.72;13.05;80.56;;;;;;;;
            07 Castilla y León;    2010;        25 y más años;Mujeres;67.28;16.35;81.35;;;;;;;;
            08 Castilla - La Mancha;    2010;        25 y más años;Mujeres;57.44;21.66;77.83;;;;;;;;
            09 Cataluña;    2010;        25 y más años;Mujeres;72.73;14.93;86.23;;;;;;;;
            10 Comunitat Valenciana;    2010;        25 y más años;Mujeres;64.51;20.51;81.98;;;;;;;;
            11 Extremadura;    2010;        25 y más años;Mujeres;52.36;23.56;76.20;;;;;;;;
            12 Galicia;    2010;        25 y más años;Mujeres;67.13;14.67;81.76;;;;;;;;
            13 Madrid, Comunidad de;    2010;        25 y más años;Mujeres;74.10;14.47;87.15;;;;;;;;
            14 Murcia, Región de;    2010;        25 y más años;Mujeres;60.13;20.77;75.76;;;;;;;;
            15 Navarra, Comunidad Foral de;    2010;        25 y más años;Mujeres;72.93;10.62;83.91;;;;;;;;
            16 País Vasco;    2010;        25 y más años;Mujeres;74.13;10.01;84.88;;;;;;;;
            17 Rioja, La;    2010;        25 y más años;Mujeres;71.09;13.82;83.39;;;;;;;;
            18 Ceuta;    2010;        25 y más años;Mujeres;46.25;21.78;66.64;;;;;;;;
            19 Melilla;    2010;        25 y más años;Mujeres;42.12;25.32;65.78;;;;;;;;
            01 Andalucía;    2010;        De 16 a 19 años;Mujeres;52.56;74.86;78.75;;;;;;;;
            02 Aragón;    2010;        De 16 a 19 años;Mujeres;67.97;53.00;83.88;;;;;;;;
            03 Asturias, Principado de;    2010;        De 16 a 19 años;Mujeres;64.75;56.95;79.63;;;;;;;;
            04 Balears, Illes;    2010;        De 16 a 19 años;Mujeres;71.49;66.36;84.91;;;;;;;;
            05 Canarias;    2010;        De 16 a 19 años;Mujeres;56.60;65.15;80.32;;;;;;;;
            06 Cantabria;    2010;        De 16 a 19 años;Mujeres;64.03;62.01;80.04;;;;;;;;
            07 Castilla y León;    2010;        De 16 a 19 años;Mujeres;64.02;54.40;80.40;;;;;;;;
            08 Castilla - La Mancha;    2010;        De 16 a 19 años;Mujeres;55.57;72.54;78.32;;;;;;;;
            09 Cataluña;    2010;        De 16 a 19 años;Mujeres;70.38;54.50;85.48;;;;;;;;
            10 Comunitat Valenciana;    2010;        De 16 a 19 años;Mujeres;63.01;75.17;81.42;;;;;;;;
            11 Extremadura;    2010;        De 16 a 19 años;Mujeres;51.48;55.52;76.08;;;;;;;;
            12 Galicia;    2010;        De 16 a 19 años;Mujeres;64.63;56.64;81.17;;;;;;;;
            13 Madrid, Comunidad de;    2010;        De 16 a 19 años;Mujeres;73.03;56.42;86.94;;;;;;;;
            14 Murcia, Región de;    2010;        De 16 a 19 años;Mujeres;56.09;50.42;75.76;;;;;;;;
            15 Navarra, Comunidad Foral de;    2010;        De 16 a 19 años;Mujeres;72.17;41.36;84.37;;;;;;;;
            16 País Vasco;    2010;        De 16 a 19 años;Mujeres;71.97;46.62;84.09;;;;;;;;
            17 Rioja, La;    2010;        De 16 a 19 años;Mujeres;69.73;75.30;83.03;;;;;;;;
            18 Ceuta;    2010;        De 16 a 19 años;Mujeres;42.26;86.56;61.38;;;;;;;;
            19 Melilla;    2010;        De 16 a 19 años;Mujeres;40.61;90.31;66.44;;;;;;;;
            01 Andalucía;    2010;        De 20 a 24 años;Mujeres;50.42;43.75;78.65;;;;;;;;
            02 Aragón;    2010;        De 20 a 24 años;Mujeres;66.76;31.54;84.59;;;;;;;;
            03 Asturias, Principado de;    2010;        De 20 a 24 años;Mujeres;62.02;29.90;79.74;;;;;;;;
            04 Balears, Illes;    2010;        De 20 a 24 años;Mujeres;69.39;28.50;83.01;;;;;;;;
            05 Canarias;    2010;        De 20 a 24 años;Mujeres;54.32;44.45;80.26;;;;;;;;
            06 Cantabria;    2010;        De 20 a 24 años;Mujeres;64.86;36.88;79.72;;;;;;;;
            07 Castilla y León;    2010;        De 20 a 24 años;Mujeres;63.79;31.07;81.39;;;;;;;;
            08 Castilla - La Mancha;    2010;        De 20 a 24 años;Mujeres;54.68;37.62;78.82;;;;;;;;
            09 Cataluña;    2010;        De 20 a 24 años;Mujeres;70.57;26.32;86.46;;;;;;;;
            10 Comunitat Valenciana;    2010;        De 20 a 24 años;Mujeres;60.18;36.51;80.41;;;;;;;;
            11 Extremadura;    2010;        De 20 a 24 años;Mujeres;51.37;45.63;75.65;;;;;;;;
            12 Galicia;    2010;        De 20 a 24 años;Mujeres;64.34;32.77;81.91;;;;;;;;
            13 Madrid, Comunidad de;    2010;        De 20 a 24 años;Mujeres;70.44;31.30;85.17;;;;;;;;
            14 Murcia, Región de;    2010;        De 20 a 24 años;Mujeres;57.11;33.19;78.78;;;;;;;;
            15 Navarra, Comunidad Foral de;    2010;        De 20 a 24 años;Mujeres;70.03;28.86;82.75;;;;;;;;
            16 País Vasco;    2010;        De 20 a 24 años;Mujeres;71.07;25.89;84.66;;;;;;;;
            17 Rioja, La;    2010;        De 20 a 24 años;Mujeres;67.14;34.86;84.13;;;;;;;;
            18 Ceuta;    2010;        De 20 a 24 años;Mujeres;43.13;73.14;65.69;;;;;;;;
            19 Melilla;    2010;        De 20 a 24 años;Mujeres;46.15;60.09;68.24;;;;;;;;
            01 Andalucía;    2010;        De 25 a 54 años;Mujeres;50.09;27.17;77.99;;;;;;;;
            02 Aragón;    2010;        De 25 a 54 años;Mujeres;65.96;15.26;83.63;;;;;;;;
            03 Asturias, Principado de;    2010;        De 25 a 54 años;Mujeres;59.32;16.60;79.05;;;;;;;;
            04 Balears, Illes;    2010;        De 25 a 54 años;Mujeres;67.51;17.93;84.58;;;;;;;;
            05 Canarias;    2010;        De 25 a 54 años;Mujeres;54.65;26.77;79.96;;;;;;;;
            06 Cantabria;    2010;        De 25 a 54 años;Mujeres;62.64;13.42;79.10;;;;;;;;
            07 Castilla y León;    2010;        De 25 a 54 años;Mujeres;62.63;17.28;81.46;;;;;;;;
            08 Castilla - La Mancha;    2010;        De 25 a 54 años;Mujeres;53.99;21.93;77.93;;;;;;;;
            09 Cataluña;    2010;        De 25 a 54 años;Mujeres;67.62;15.38;85.53;;;;;;;;
            10 Comunitat Valenciana;    2010;        De 25 a 54 años;Mujeres;58.58;21.12;81.26;;;;;;;;
            11 Extremadura;    2010;        De 25 a 54 años;Mujeres;51.27;24.23;78.23;;;;;;;;
            12 Galicia;    2010;        De 25 a 54 años;Mujeres;64.15;15.59;81.47;;;;;;;;
            13 Madrid, Comunidad de;    2010;        De 25 a 54 años;Mujeres;69.94;15.04;85.66;;;;;;;;
            14 Murcia, Región de;    2010;        De 25 a 54 años;Mujeres;55.50;21.75;77.39;;;;;;;;
            15 Navarra, Comunidad Foral de;    2010;        De 25 a 54 años;Mujeres;67.55;11.07;82.62;;;;;;;;
            16 País Vasco;    2010;        De 25 a 54 años;Mujeres;70.19;10.25;83.54;;;;;;;;
            17 Rioja, La;    2010;        De 25 a 54 años;Mujeres;66.16;13.72;82.67;;;;;;;;
            18 Ceuta;    2010;        De 25 a 54 años;Mujeres;39.39;22.22;70.07;;;;;;;;
            19 Melilla;    2010;        De 25 a 54 años;Mujeres;47.27;27.78;65.32;;;;;;;;
            01 Andalucía;    2010;        55 y más años;Mujeres;51.52;21.50;77.37;;;;;;;;
            02 Aragón;    2010;        55 y más años;Mujeres;67.10;7.65;83.12;;;;;;;;
            03 Asturias, Principado de;    2010;        55 y más años;Mujeres;59.54;10.46;76.65;;;;;;;;
            04 Balears, Illes;    2010;        55 y más años;Mujeres;65.70;14.61;83.82;;;;;;;;
            05 Canarias;    2010;        55 y más años;Mujeres;55.17;18.79;80.44;;;;;;;;
            06 Cantabria;    2010;        55 y más años;Mujeres;64.63;10.05;78.01;;;;;;;;
            07 Castilla y León;    2010;        55 y más años;Mujeres;62.97;9.85;79.63;;;;;;;;
            08 Castilla - La Mancha;    2010;        55 y más años;Mujeres;53.53;18.92;76.88;;;;;;;;
            09 Cataluña;    2010;        55 y más años;Mujeres;67.50;11.81;84.48;;;;;;;;
            10 Comunitat Valenciana;    2010;        55 y más años;Mujeres;59.40;15.46;79.87;;;;;;;;
            11 Extremadura;    2010;        55 y más años;Mujeres;49.35;17.03;74.49;;;;;;;;
            12 Galicia;    2010;        55 y más años;Mujeres;64.93;8.99;80.90;;;;;;;;
            13 Madrid, Comunidad de;    2010;        55 y más años;Mujeres;71.68;10.06;85.72;;;;;;;;
            14 Murcia, Región de;    2010;        55 y más años;Mujeres;57.90;12.84;78.37;;;;;;;;
            15 Navarra, Comunidad Foral de;    2010;        55 y más años;Mujeres;71.63;7.09;83.58;;;;;;;;
            16 País Vasco;    2010;        55 y más años;Mujeres;71.57;8.10;83.57;;;;;;;;
            17 Rioja, La;    2010;        55 y más años;Mujeres;65.02;14.52;81.80;;;;;;;;
            18 Ceuta;    2010;        55 y más años;Mujeres;34.76;17.93;70.78;;;;;;;;
            19 Melilla;    2010;        55 y más años;Mujeres;43.12;1.85;63.66;;;;;;;;
            01 Andalucía;    2009;        Menores de 25 años;Mujeres;51.72;43.42;74.20;;;;;;;;
            02 Aragón;    2009;        Menores de 25 años;Mujeres;67.31;28.39;81.17;;;;;;;;
            03 Asturias, Principado de;    2009;        Menores de 25 años;Mujeres;63.36;34.10;75.96;;;;;;;;
            04 Balears, Illes;    2009;        Menores de 25 años;Mujeres;65.41;23.16;82.13;;;;;;;;
            05 Canarias;    2009;        Menores de 25 años;Mujeres;57.32;46.80;79.23;;;;;;;;
            06 Cantabria;    2009;        Menores de 25 años;Mujeres;66.74;34.74;77.00;;;;;;;;
            07 Castilla y León;    2009;        Menores de 25 años;Mujeres;64.27;36.72;78.13;;;;;;;;
            08 Castilla - La Mancha;    2009;        Menores de 25 años;Mujeres;57.38;37.65;75.71;;;;;;;;
            09 Cataluña;    2009;        Menores de 25 años;Mujeres;69.51;31.53;83.89;;;;;;;;
            10 Comunitat Valenciana;    2009;        Menores de 25 años;Mujeres;61.11;39.23;79.36;;;;;;;;
            11 Extremadura;    2009;        Menores de 25 años;Mujeres;53.59;49.03;71.89;;;;;;;;
            12 Galicia;    2009;        Menores de 25 años;Mujeres;65.86;29.50;80.23;;;;;;;;
            13 Madrid, Comunidad de;    2009;        Menores de 25 años;Mujeres;71.98;31.88;84.55;;;;;;;;
            14 Murcia, Región de;    2009;        Menores de 25 años;Mujeres;58.72;31.34;76.17;;;;;;;;
            15 Navarra, Comunidad Foral de;    2009;        Menores de 25 años;Mujeres;73.53;31.71;83.68;;;;;;;;
            16 País Vasco;    2009;        Menores de 25 años;Mujeres;73.75;28.56;83.55;;;;;;;;
            17 Rioja, La;    2009;        Menores de 25 años;Mujeres;70.12;30.81;83.65;;;;;;;;
            18 Ceuta;    2009;        Menores de 25 años;Mujeres;40.26;47.08;59.79;;;;;;;;
            19 Melilla;    2009;        Menores de 25 años;Mujeres;46.29;63.77;62.98;;;;;;;;
            01 Andalucía;    2009;        25 y más años;Mujeres;53.61;24.65;73.62;;;;;;;;
            02 Aragón;    2009;        25 y más años;Mujeres;67.95;11.15;80.18;;;;;;;;
            03 Asturias, Principado de;    2009;        25 y más años;Mujeres;63.42;12.59;76.04;;;;;;;;
            04 Balears, Illes;    2009;        25 y más años;Mujeres;68.65;15.45;83.65;;;;;;;;
            05 Canarias;    2009;        25 y más años;Mujeres;56.50;24.23;77.15;;;;;;;;
            06 Cantabria;    2009;        25 y más años;Mujeres;65.72;10.58;75.90;;;;;;;;
            07 Castilla y León;    2009;        25 y más años;Mujeres;63.77;14.58;77.09;;;;;;;;
            08 Castilla - La Mancha;    2009;        25 y más años;Mujeres;56.46;19.02;72.32;;;;;;;;
            09 Cataluña;    2009;        25 y más años;Mujeres;69.71;13.20;82.38;;;;;;;;
            10 Comunitat Valenciana;    2009;        25 y más años;Mujeres;61.73;18.13;78.26;;;;;;;;
            11 Extremadura;    2009;        25 y más años;Mujeres;54.12;21.77;71.43;;;;;;;;
            12 Galicia;    2009;        25 y más años;Mujeres;65.83;12.03;77.99;;;;;;;;
            13 Madrid, Comunidad de;    2009;        25 y más años;Mujeres;72.60;12.04;85.45;;;;;;;;
            14 Murcia, Región de;    2009;        25 y más años;Mujeres;58.58;16.87;74.86;;;;;;;;
            15 Navarra, Comunidad Foral de;    2009;        25 y más años;Mujeres;72.03;10.11;80.99;;;;;;;;
            16 País Vasco;    2009;        25 y más años;Mujeres;73.01;10.27;81.35;;;;;;;;
            17 Rioja, La;    2009;        25 y más años;Mujeres;68.47;10.80;79.35;;;;;;;;
            18 Ceuta;    2009;        25 y más años;Mujeres;44.52;24.45;57.24;;;;;;;;
            19 Melilla;    2009;        25 y más años;Mujeres;44.13;28.29;61.10;;;;;;;;
            01 Andalucía;    2009;        De 16 a 19 años;Mujeres;53.52;63.71;71.41;;;;;;;;
            02 Aragón;    2009;        De 16 a 19 años;Mujeres;71.12;37.48;80.71;;;;;;;;
            03 Asturias, Principado de;    2009;        De 16 a 19 años;Mujeres;63.49;61.04;73.29;;;;;;;;
            04 Balears, Illes;    2009;        De 16 a 19 años;Mujeres;67.74;46.03;80.83;;;;;;;;
            05 Canarias;    2009;        De 16 a 19 años;Mujeres;56.68;59.70;75.21;;;;;;;;
            06 Cantabria;    2009;        De 16 a 19 años;Mujeres;68.07;58.36;76.62;;;;;;;;
            07 Castilla y León;    2009;        De 16 a 19 años;Mujeres;63.98;57.18;75.43;;;;;;;;
            08 Castilla - La Mancha;    2009;        De 16 a 19 años;Mujeres;57.44;56.17;71.38;;;;;;;;
            09 Cataluña;    2009;        De 16 a 19 años;Mujeres;69.75;49.07;80.71;;;;;;;;
            10 Comunitat Valenciana;    2009;        De 16 a 19 años;Mujeres;62.21;63.51;76.59;;;;;;;;
            11 Extremadura;    2009;        De 16 a 19 años;Mujeres;54.34;69.55;69.69;;;;;;;;
            12 Galicia;    2009;        De 16 a 19 años;Mujeres;68.13;45.89;78.09;;;;;;;;
            13 Madrid, Comunidad de;    2009;        De 16 a 19 años;Mujeres;73.82;51.08;83.66;;;;;;;;
            14 Murcia, Región de;    2009;        De 16 a 19 años;Mujeres;60.89;53.78;73.91;;;;;;;;
            15 Navarra, Comunidad Foral de;    2009;        De 16 a 19 años;Mujeres;71.71;53.32;80.00;;;;;;;;
            16 País Vasco;    2009;        De 16 a 19 años;Mujeres;71.67;44.61;80.00;;;;;;;;
            17 Rioja, La;    2009;        De 16 a 19 años;Mujeres;69.50;63.69;77.83;;;;;;;;
            18 Ceuta;    2009;        De 16 a 19 años;Mujeres;45.63;79.21;61.99;;;;;;;;
            19 Melilla;    2009;        De 16 a 19 años;Mujeres;42.61;25.17;61.60;;;;;;;;
            01 Andalucía;    2009;        De 20 a 24 años;Mujeres;54.72;38.62;67.98;;;;;;;;
            02 Aragón;    2009;        De 20 a 24 años;Mujeres;74.47;26.08;79.78;;;;;;;;
            03 Asturias, Principado de;    2009;        De 20 a 24 años;Mujeres;65.66;31.22;73.24;;;;;;;;
            04 Balears, Illes;    2009;        De 20 a 24 años;Mujeres;71.25;18.84;78.97;;;;;;;;
            05 Canarias;    2009;        De 20 a 24 años;Mujeres;58.50;43.85;71.05;;;;;;;;
            06 Cantabria;    2009;        De 20 a 24 años;Mujeres;67.82;31.51;73.52;;;;;;;;
            07 Castilla y León;    2009;        De 20 a 24 años;Mujeres;65.40;32.73;74.58;;;;;;;;
            08 Castilla - La Mancha;    2009;        De 20 a 24 años;Mujeres;59.59;33.17;69.17;;;;;;;;
            09 Cataluña;    2009;        De 20 a 24 años;Mujeres;73.67;27.26;80.01;;;;;;;;
            10 Comunitat Valenciana;    2009;        De 20 a 24 años;Mujeres;66.05;33.45;75.15;;;;;;;;
            11 Extremadura;    2009;        De 20 a 24 años;Mujeres;54.46;43.23;67.03;;;;;;;;
            12 Galicia;    2009;        De 20 a 24 años;Mujeres;69.77;27.11;76.92;;;;;;;;
            13 Madrid, Comunidad de;    2009;        De 20 a 24 años;Mujeres;74.99;28.44;81.65;;;;;;;;
            14 Murcia, Región de;    2009;        De 20 a 24 años;Mujeres;62.92;25.39;71.33;;;;;;;;
            15 Navarra, Comunidad Foral de;    2009;        De 20 a 24 años;Mujeres;74.10;26.19;80.00;;;;;;;;
            16 País Vasco;    2009;        De 20 a 24 años;Mujeres;72.68;25.94;77.94;;;;;;;;
            17 Rioja, La;    2009;        De 20 a 24 años;Mujeres;70.01;22.33;76.43;;;;;;;;
            18 Ceuta;    2009;        De 20 a 24 años;Mujeres;44.34;41.87;56.46;;;;;;;;
            19 Melilla;    2009;        De 20 a 24 años;Mujeres;40.87;78.66;55.95;;;;;;;;
            01 Andalucía;    2009;        De 25 a 54 años;Mujeres;54.76;25.05;65.02;;;;;;;;
            02 Aragón;    2009;        De 25 a 54 años;Mujeres;74.92;11.88;79.82;;;;;;;;
            03 Asturias, Principado de;    2009;        De 25 a 54 años;Mujeres;62.17;13.38;69.65;;;;;;;;
            04 Balears, Illes;    2009;        De 25 a 54 años;Mujeres;70.99;16.19;76.91;;;;;;;;
            05 Canarias;    2009;        De 25 a 54 años;Mujeres;62.89;24.64;70.73;;;;;;;;
            06 Cantabria;    2009;        De 25 a 54 años;Mujeres;67.22;11.16;72.53;;;;;;;;
            07 Castilla y León;    2009;        De 25 a 54 años;Mujeres;65.66;15.17;72.69;;;;;;;;
            08 Castilla - La Mancha;    2009;        De 25 a 54 años;Mujeres;59.83;19.53;66.56;;;;;;;;
            09 Cataluña;    2009;        De 25 a 54 años;Mujeres;72.93;13.58;78.34;;;;;;;;
            10 Comunitat Valenciana;    2009;        De 25 a 54 años;Mujeres;65.64;18.77;72.91;;;;;;;;
            11 Extremadura;    2009;        De 25 a 54 años;Mujeres;54.67;22.03;65.48;;;;;;;;
